ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0044242,cellular lipid catabolic process,42/1495,190/14945,6.047509890720382e-7,8.219961520694552e-5,7.594888939682035e-5,Abcd1/Abhd3/Acaa2/Acad11/Acadm/Acat1/Acat2/Acer1/Adtrp/Akr1b7/Apoa1/Apoa2/Apoa4/Apob/Apoc3/Asah2/Bco2/Bdh2/Ces1d/Crabp1/Eci3/Ehhadh/Enpp7/Hadh/Idh1/Lipe/Lipg/Mfsd2a/Mgst2/Neu3/Pck1/Pla2g5/Plbd1/Plcb3/Ppard/Scp2/Slc27a2/Smpd3/Smpdl3b/Sorl1/Tysnd1/Zpbp2,42
BP,GO:0007586,digestion,27/1495,98/14945,7.175410133324689e-7,9.509212279188546e-5,8.786100881673626e-5,Acat2/Aco1/Apoa1/Apoa2/Apoa4/Aqp1/Arx/Asah2/Capn9/Chrm1/Dgat1/Enpp7/Fabp2/Ghrl/Isx/Kcnn4/Mogat2/Muc13/Npc1l1/Nr1h3/Pbld1/Pbld2/Pls1/Slc26a6/Slc5a1/Vdr/Vil1,27
BP,GO:0006814,sodium ion transport,42/1495,192/14945,8.128361675153156e-7,1.042635065007492e-4,9.633497071019094e-5,Ano6/Asic1/Atp1a1/Chp2/Cnksr3/Glrx/Gm5134/Gpd1l/Hcn1/Kcne3/P2rx7/Pcsk9/Prss30/Scn2b/Scnn1a/Sgk1/Slc10a5/Slc13a1/Slc13a2/Slc23a1/Slc34a2/Slc4a10/Slc4a4/Slc4a7/Slc5a1/Slc5a11/Slc5a12/Slc5a4a/Slc5a4b/Slc5a5/Slc5a6/Slc5a9/Slc6a19/Slc6a20a/Slc6a3/Slc6a4/Slc6a7/Slc6a8/Slc8a3/Slc9a3/Slc9a3r1/Wnk2,42
BP,GO:0070269,pyroptosis,12/1495,24/14945,8.260832433562472e-7,1.042635065007492e-4,9.633497071019094e-5,Casp1/Gsdmc2/Gsdmc4/Gsdmd/Gzma/Gzmb/Naip1/Naip5/Naip6/Nlrp1b/Nlrp9b/Zbp1,12
BP,GO:0006694,steroid biosynthetic process,32/1495,129/14945,9.289405583539323e-7,1.1238334249523013e-4,1.038373479939844e-4,Adora2b/Akr1c21/Apoa1/Apoa4/Apob/Atp1a1/Bmp2/Ces1d/Ces1e/Ces1g/Clcn2/Cyp17a1/Cyp1a1/Dhcr24/Dhcr7/Ebp/Gfi1/Hsd17b11/Hsd3b2/Hsd3b3/Insig1/Lbr/Npc1l1/Nr1d1/Nr3c1/Scp2/Sec14l2/Slc27a2/Slc27a5/Srd5a1/Stard4/Wnt4,32
BP,GO:0046942,carboxylic acid transport,45/1495,213/14945,9.328177833974958e-7,1.1238334249523013e-4,1.038373479939844e-4,Abat/Abcc6/Ace/Ace2/Aqp8/Arg2/Avpr1b/Cacna1a/Cacnb4/Ceacam1/Ces1d/Ces1e/Ces1g/Cltrn/Hrh3/Map2k6/Nr3c1/P2rx7/Pla2g12b/Pla2g5/Sfxn1/Sfxn2/Slc10a5/Slc13a2/Slc16a9/Slc1a1/Slc1a2/Slc1a3/Slc23a1/Slc26a6/Slc36a1/Slc43a2/Slc46a1/Slc47a1/Slc51a/Slc51b/Slc5a6/Slc6a20a/Slc6a7/Slc6a8/Slc7a8/Slc7a9/Slc9a3r1/Slco2b1/Tnfrsf11a,45
BP,GO:1902969,mitotic DNA replication,9/1495,14/14945,1.2303944932825977e-6,1.4494047130869e-4,1.3391872695307433e-4,Brca2/Gins1/Lig1/Mcm2/Mcm3/Mcm4/Mcm6/Pola1/Rad51,9
BP,GO:0042178,xenobiotic catabolic process,16/1495,43/14945,1.7856271959068788e-6,2.0577412533700793e-4,1.9012639227813976e-4,Acsl1/Cyp1a1/Cyp2b10/Cyp2c23/Cyp2c29/Cyp2c38/Cyp2c55/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2c70/Cyp2d22/Cyp2d26/Cyp2j6/Cyp2s1/Fmo4,16
BP,GO:0030261,chromosome condensation,14/1495,34/14945,1.9124020669774317e-6,2.1569453951164608e-4,1.9929242592712183e-4,Ccnb1/Cdk1/Ern2/H1f3/H1f4/H1f5/Incenp/Ncapd2/Ncapd3/Ncapg/Ncaph/Ncaph2/Nusap1/Top2a,14
BP,GO:0016053,organic acid biosynthetic process,49/1495,247/14945,2.1540047532028447e-6,2.3788289993183917e-4,2.1979351133010608e-4,Abat/Abcd1/Abhd3/Acsbg1/Acsm3/Acsm5/Aldh1a1/Alox5/Apoa1/Apoa4/Apoc3/Asah2/Brca1/Ceacam1/Ces1d/Ces1e/Ces1g/Csad/Cyp1a1/Cyp2c23/Cyp4a10/Dhfr/Edn2/Fads1/Fads2/Ggt1/Insig1/Lipg/Lpgat1/Lta4h/Ltc4s/Mgst2/Mgst3/Mlxipl/Nags/Nr1d1/Nr1h3/Otc/Pkm/Pla2g5/Rdh16/Rdh16f2/Rdh9/Scd2/Shmt1/Slc1a3/Slc27a2/Slc27a5/Stard4,49
BP,GO:0022600,digestive system process,24/1495,86/14945,2.2853386057138583e-6,2.472363254875339e-4,2.2843567201689762e-4,Acat2/Aco1/Apoa1/Apoa2/Apoa4/Aqp1/Chrm1/Dgat1/Enpp7/Fabp2/Ghrl/Isx/Kcnn4/Mogat2/Muc13/Npc1l1/Nr1h3/Pbld1/Pbld2/Pls1/Slc26a6/Slc5a1/Vdr/Vil1,24
BP,GO:0046890,regulation of lipid biosynthetic process,38/1495,174/14945,2.7911186698085367e-6,2.912309386630813e-4,2.6908479186634447e-4,Abca2/Abcd1/Adora2b/Apoa1/Apoa4/Apob/Apoc3/Atp1a1/Bmp2/Brca1/Ceacam1/Ces1d/Ces1e/Ces1g/Clcn2/Cyp17a1/Dgat1/Dhcr7/Enpp7/Gfi1/Idh1/Insig1/Lpgat1/Mfsd2a/Mlxipl/Nr1d1/Nr1h3/Nr3c1/Pck1/Ppara/Rdh16/Rdh16f2/Rdh9/Scp2/Sec14l2/Smpd3/Stard4/Wnt4,38
BP,GO:0044241,lipid digestion,9/1495,15/14945,2.8018822621801826e-6,2.912309386630813e-4,2.6908479186634447e-4,Acat2/Apoa1/Apoa2/Apoa4/Aqp1/Arx/Asah2/Enpp7/Npc1l1,9
BP,GO:0051304,chromosome separation,24/1495,87/14945,2.860088984475496e-6,2.9156407128278085e-4,2.6939259199928106e-4,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cdc6/Cenpe/Cit/Espl1/Fbxo5/Gen1/Kntc1/Lcmt1/Ncapd3/Ncaph/Ncaph2/Ndc80/Plk1/Sycp3/Tacc3/Top2a/Ttk/Ube2c/Zwilch,24
BP,GO:0006805,xenobiotic metabolic process,23/1495,82/14945,3.3601925932036112e-6,3.3608265918061024e-4,3.105258418307131e-4,Acsl1/Akr1c12/Akr1c13/Cyp1a1/Cyp2b10/Cyp2c23/Cyp2c29/Cyp2c38/Cyp2c55/Cyp2c65/Cyp2c66/Cyp2c68/Cyp2c70/Cyp2d22/Cyp2d26/Cyp2j6/Cyp2s1/Fmo1/Fmo4/Fmo5/Gstt1/Sult1b1/Vkorc1,23
BP,GO:0051306,mitotic sister chromatid separation,19/1495,61/14945,4.3663658330454995e-6,4.247034072838419e-4,3.9240758031587223e-4,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cdc6/Cenpe/Cit/Fbxo5/Gen1/Kntc1/Lcmt1/Ncaph2/Ndc80/Plk1/Tacc3/Ttk/Ube2c/Zwilch,19
BP,GO:0046394,carboxylic acid biosynthetic process,48/1495,246/14945,4.406468100473742e-6,4.247034072838419e-4,3.9240758031587223e-4,Abat/Abcd1/Abhd3/Acsbg1/Acsm3/Acsm5/Aldh1a1/Alox5/Apoa1/Apoa4/Apoc3/Asah2/Brca1/Ceacam1/Ces1d/Ces1e/Ces1g/Cyp1a1/Cyp2c23/Cyp4a10/Dhfr/Edn2/Fads1/Fads2/Ggt1/Insig1/Lipg/Lpgat1/Lta4h/Ltc4s/Mgst2/Mgst3/Mlxipl/Nags/Nr1d1/Nr1h3/Otc/Pkm/Pla2g5/Rdh16/Rdh16f2/Rdh9/Scd2/Shmt1/Slc1a3/Slc27a2/Slc27a5/Stard4,48
BP,GO:0006641,triglyceride metabolic process,25/1495,95/14945,4.544314094516155e-6,4.301680181255382e-4,3.9745664439442993e-4,Acsl1/Acsl6/Apoa1/Apoa4/Apob/Apoc3/Ces1g/Dgat1/G6pc/Gpx1/Insig1/Lipe/Lipg/Lpgat1/Mfsd2a/Mogat2/Mttp/Nr1h3/Pck1/Pcsk9/Plaat3/Slc27a5/Slc37a4/Sorl1/Thrb,25
BP,GO:0051983,regulation of chromosome segregation,22/1495,78/14945,4.938516383617637e-6,4.5928202367644024e-4,4.2435672637069e-4,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cdc6/Cdca2/Cenpe/Chtf18/Cit/Fbxo5/Gen1/Kntc1/Lcmt1/Mki67/Ndc80/Plk1/Rmi2/Tacc3/Ttk/Ube2c/Zwilch,22
BP,GO:1901617,organic hydroxy compound biosynthetic process,39/1495,186/14945,5.8830975993672344e-6,5.376948340387192e-4,4.968067718667104e-4,a/Abca2/Acer1/Apoa1/Apoa4/Apob/Asah2/Avpr1b/Bmp2/Cd244a/Ces1d/Ces1e/Ces1g/Clcn2/Cyp2d22/Dao/Dhcr24/Dhcr7/Dhfr/Ebp/Gata3/Gfi1/Insig1/Insm1/Lbr/Npc1l1/Nr1d1/Opn3/P2ry1/Pck1/Pmel/Ptafr/Scp2/Sec14l2/Slc27a2/Slc27a5/Slc6a3/Stard4/Wnt4,39
BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,18/1495,57/14945,6.2494344477848946e-6,5.614957967408089e-4,5.187978320346675e-4,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cdc6/Cenpe/Cit/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Tacc3/Ttk/Ube2c/Zwilch,18
BP,GO:0019218,regulation of steroid metabolic process,25/1495,97/14945,6.798064798621258e-6,6.006090249581881e-4,5.549367632979775e-4,Abca2/Adora2b/Apoa1/Apoa2/Apoa4/Apob/Atp1a1/Bmp2/Ces1d/Ces1e/Ces1g/Clcn2/Cyp17a1/Dhcr7/Ephx2/Fmo5/Gfi1/Insig1/Nr1d1/Nr3c1/Scp2/Sec14l2/Stard4/Thrb/Wnt4,25
BP,GO:0071459,"protein localization to chromosome, centromeric region",11/1495,24/14945,7.0390743038254714e-6,6.117070964685053e-4,5.651909013925784e-4,Aurkb/Bub1b/Cdk1/Cenpa/Haspin/Jarid2/Knl1/Kntc1/Ndc80/Ttk/Zwilch,11
BP,GO:0006261,DNA-dependent DNA replication,31/1495,135/14945,7.706264121621742e-6,6.588855823986589e-4,6.087817819678432e-4,Alyref2/Brca2/Cdc6/Cdk2/Chtf18/Dscc1/E2f7/E2f8/Fbxo5/Gen1/Gins1/Lig1/Mcm10/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Pola1/Pold1/Pold2/Pole/Polq/Rad51/Rfc3/Rfc4/Ticrr/Tonsl/Traip/Wdhd1/Zranb3,31
BP,GO:0006575,cellular modified amino acid metabolic process,36/1495,168/14945,7.957128454887091e-6,6.69535522846928e-4,6.186218663423498e-4,Acadm/Ahcy/Aldh1l1/Aldh9a1/Ckmt1/Clic5/Cpt1b/Dhfr/Dio1/Dpep1/Gata3/Gcnt4/Ggact/Ggt1/Gpx1/Gstt1/Gstt3/Hagh/Hmgn5/Idh1/Iyd/Mfsd2a/Mgst2/Nat8f2/Nat8f4/Pax8/Pipox/Sardh/Shmt1/Slc16a10/Slc1a1/Slc1a2/Slc5a5/Slco4a1/Sult1b1/Tyms,36
BP,GO:0010965,regulation of mitotic sister chromatid separation,18/1495,58/14945,8.221700291573873e-6,6.809880194630172e-4,6.292034779061388e-4,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cdc6/Cenpe/Cit/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Tacc3/Ttk/Ube2c/Zwilch,18
BP,GO:0007135,meiosis II,7/1495,10/14945,9.03784822627768e-6,7.259035370833027e-4,6.707034736342911e-4,Bub1/Bub1b/Mastl/Rec8/Sgo1/Sgo2a/Sycp3,7
BP,GO:0061983,meiosis II cell cycle process,7/1495,10/14945,9.03784822627768e-6,7.259035370833027e-4,6.707034736342911e-4,Bub1/Bub1b/Mastl/Rec8/Sgo1/Sgo2a/Sycp3,7
BP,GO:0051985,negative regulation of chromosome segregation,15/1495,43/14945,9.449954605095303e-6,7.372642789512201e-4,6.81200307779074e-4,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Chtf18/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,15
BP,GO:0033045,regulation of sister chromatid segregation,19/1495,64/14945,9.568715225022876e-6,7.372642789512201e-4,6.81200307779074e-4,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cdc6/Cenpe/Cit/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Rmi2/Tacc3/Ttk/Ube2c/Zwilch,19
BP,GO:0140013,meiotic nuclear division,34/1495,156/14945,9.596535606043047e-6,7.372642789512201e-4,6.81200307779074e-4,Aspm/Brca2/Brip1/Bub1/Bub1b/Ccnb1ip1/Ccnb2/Cdc20/Cenpe/Chtf18/Espl1/Fancd2/Fbxo5/Gm960/Incenp/Mastl/Ncapd3/Ncaph/Ncaph2/Ndc80/Nuf2/Plk1/Rad51/Rad54b/Rad54l/Rec8/Sgo1/Sgo2a/Sun1/Syce3/Sycp3/Top2a/Ttk/Wnt4,34
BP,GO:0044784,metaphase/anaphase transition of cell cycle,18/1495,59/14945,1.073492418471058e-5,8.12940472902154e-4,7.511218380670425e-4,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cdc6/Cenpe/Cit/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Tacc3/Ttk/Ube2c/Zwilch,18
BP,GO:0006691,leukotriene metabolic process,10/1495,21/14945,1.2200850538112488e-5,9.10939559190624e-4,8.41668755431244e-4,Alox5/Cyp4f14/Cyp4f15/Cyp4f40/Dpep1/Lta4h/Ltc4s/Mgst2/Mgst3/Pla2g5,10
BP,GO:0006869,lipid transport,57/1495,323/14945,1.4650263115528309e-5,0.0010786256218807719,9.966034250958073e-4,Abca2/Abcd1/Acat2/Ace/Acsl1/Acsl6/Ano3/Ano6/Apoa1/Apoa2/Apoa4/Apob/Apoc3/Aqp8/Atp8a1/Avpr1b/C2cd2l/Ceacam1/Ces1d/Ces1e/Ces1g/Cpt1b/Dgat1/Enpp7/Fabp2/Fabp6/Fasl/Ghrl/Gltpd2/Kcnn4/Lipg/Lrat/Map2k6/Mfsd2a/Mttp/Npc1l1/Nr1h3/Osbpl3/P2rx7/Pcsk9/Pla2g12b/Pla2g5/Ppard/Scp2/Shh/Slc10a5/Slc27a2/Slc27a5/Slc51a/Slc51b/Slco2b1/Spns2/Spns3/Stard4/Tnfaip8l3/Tnfrsf11a/Tspo2,57
BP,GO:0015698,inorganic anion transport,26/1495,108/14945,1.68763366525665e-5,0.0012184948842378976,0.0011258365743025524,Abcc6/Ano2/Ano3/Ano6/Clca3a2/Clcn2/Clic5/Gabra2/Gabre/Ptafr/Racgap1/Ros1/Slc12a6/Slc13a1/Slc1a1/Slc1a3/Slc26a10/Slc26a2/Slc26a6/Slc34a2/Slc37a2/Slc37a4/Slc5a5/Slc5a6/Ttyh2/Ttyh3,26
BP,GO:0006833,water transport,8/1495,14/14945,1.70097380557639e-5,0.0012184948842378976,0.0011258365743025524,Aqp1/Aqp11/Aqp3/Aqp4/Aqp8/Slc14a1/Slc5a1/Upk3a,8
BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,14/1495,40/14945,1.7912096192430578e-5,0.001257756865892373,0.0011621129473082957,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,14
BP,GO:1903046,meiotic cell cycle process,36/1495,174/14945,1.8032356500249076e-5,0.001257756865892373,0.0011621129473082957,Aspm/Brca2/Brip1/Bub1/Bub1b/Ccnb1ip1/Ccnb2/Cdc20/Cenpe/Chtf18/Espl1/Fancd2/Fbxo5/Gm960/Incenp/Mastl/Ncapd2/Ncapd3/Ncaph/Ncaph2/Ndc80/Nuf2/Ovol1/Plk1/Rad51/Rad54b/Rad54l/Rec8/Sgo1/Sgo2a/Sun1/Syce3/Sycp3/Top2a/Ttk/Wnt4,36
BP,GO:0098657,import into cell,37/1495,182/14945,2.090315502294403e-5,0.001439060062034108,0.001329629259354184,Ace2/Acsl1/Acsl6/Atp1a1/Cltrn/Cubn/Kcnj2/Neurl1b/Slc11a2/Slc12a6/Slc15a1/Slc1a1/Slc1a2/Slc1a3/Slc22a1/Slc27a2/Slc27a5/Slc31a1/Slc36a1/Slc39a5/Slc43a2/Slc46a1/Slc47a1/Slc5a1/Slc5a6/Slc6a20a/Slc6a3/Slc6a4/Slc7a8/Slc8a3/Slc9a3/Smpd3/Steap3/Trpv3/Trpv6/Tspo2/Wnk2,37
BP,GO:0033046,negative regulation of sister chromatid segregation,14/1495,41/14945,2.4712295895490442e-5,0.0016002268639427708,0.0014785404140084221,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,14
BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,14/1495,41/14945,2.4712295895490442e-5,0.0016002268639427708,0.0014785404140084221,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,14
BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,14/1495,41/14945,2.4712295895490442e-5,0.0016002268639427708,0.0014785404140084221,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,14
BP,GO:2000816,negative regulation of mitotic sister chromatid separation,14/1495,41/14945,2.4712295895490442e-5,0.0016002268639427708,0.0014785404140084221,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,14
BP,GO:0006639,acylglycerol metabolic process,28/1495,123/14945,2.4753556469214717e-5,0.0016002268639427708,0.0014785404140084221,Acsl1/Acsl6/Apoa1/Apoa2/Apoa4/Apob/Apoc3/Ces1d/Ces1g/Dgat1/Dgka/G6pc/Gpx1/Insig1/Lipe/Lipg/Lpgat1/Mfsd2a/Mogat2/Mttp/Nr1h3/Pck1/Pcsk9/Plaat3/Slc27a5/Slc37a4/Sorl1/Thrb,28
BP,GO:0046165,alcohol biosynthetic process,27/1495,117/14945,2.651790917793758e-5,0.0016936317656897242,0.0015648425035503304,Abca2/Acer1/Apoa1/Apoa4/Apob/Asah2/Avpr1b/Bmp2/Cd244a/Ces1d/Ces1e/Ces1g/Clcn2/Dhcr24/Dhcr7/Dhfr/Ebp/Gfi1/Insig1/Lbr/Npc1l1/P2ry1/Pck1/Ptafr/Scp2/Sec14l2/Wnt4,27
BP,GO:0098656,anion transmembrane transport,32/1495,150/14945,2.7334524403878773e-5,0.0016950763550588133,0.0015661772416502662,Ace2/Ano2/Ano3/Ano6/Cltrn/Gabra2/Gabre/Lrrc8b/Ptafr/Sfxn1/Sfxn2/Slc12a6/Slc13a1/Slc13a2/Slc1a1/Slc1a2/Slc1a3/Slc23a1/Slc25a42/Slc26a2/Slc35a3/Slc35c2/Slc37a2/Slc37a4/Slc43a2/Slc46a1/Slc47a1/Slc5a5/Slc5a6/Slc6a20a/Slc6a8/Slc7a8,32
BP,GO:0002483,antigen processing and presentation of endogenous peptide antigen,11/1495,27/14945,2.7688725065164423e-5,0.0016950763550588133,0.0015661772416502662,B2m/Gm11127/Gm8909/H2-Bl/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-T3/Tap1/Tapbp,11
BP,GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,11/1495,27/14945,2.7688725065164423e-5,0.0016950763550588133,0.0015661772416502662,B2m/Gm11127/Gm8909/H2-Bl/H2-K1/H2-Q1/H2-Q10/H2-Q2/H2-T3/Tap1/Tapbp,11
BP,GO:0010565,regulation of cellular ketone metabolic process,30/1495,137/14945,2.857507449196757e-5,0.0016950763550588133,0.0015661772416502662,Abcd1/Apoa1/Apoa4/Apoc3/Bmp2/Brca1/C1qtnf2/Ceacam1/Ces1d/Ces1e/Ces1g/Clcn2/Dgat1/Insig1/Lpgat1/Mfsd2a/Mlxipl/Nr1d1/Nr1h3/Pdk2/Pdk3/Ppara/Ppard/Rdh16/Rdh16f2/Rdh9/Slc7a7/Stard4/Tysnd1/Wnt4,30
BP,GO:0006790,sulfur compound metabolic process,50/1495,278/14945,2.8822024950007656e-5,0.0016950763550588133,0.0015661772416502662,Abcd1/Acaa2/Acat1/Acot12/Acpp/Acsl1/Acsl6/Acsm3/Acsm5/Ahcy/Cacna1a/Cdo1/Ces1d/Chst4/Clic5/Csad/Dgat1/Dnmt1/Dpep1/Ehhadh/Far2/Gal3st2/Ggt1/Gpx1/Gstt1/Gstt3/Hagh/Hmgn5/Hpse/Idh1/Mamdc2/Mgst2/Mical1/Mpst/Nat8f2/Nat8f4/Papss1/Papss2/Pdk2/Pdk3/Pipox/Scp2/Slc1a1/Slc1a2/Sult1b1/Sult1d1/Sult2b1/Sult6b2/Xdh/Xylt1,50
BP,GO:0006638,neutral lipid metabolic process,28/1495,124/14945,2.897083579501055e-5,0.0016950763550588133,0.0015661772416502662,Acsl1/Acsl6/Apoa1/Apoa2/Apoa4/Apob/Apoc3/Ces1d/Ces1g/Dgat1/Dgka/G6pc/Gpx1/Insig1/Lipe/Lipg/Lpgat1/Mfsd2a/Mogat2/Mttp/Nr1h3/Pck1/Pcsk9/Plaat3/Slc27a5/Slc37a4/Sorl1/Thrb,28
BP,GO:0050829,defense response to Gram-negative bacterium,18/1495,63/14945,2.9098650879145823e-5,0.0016950763550588133,0.0015661772416502662,Aqp1/B2m/Casp1/Cd160/Defa26/Defa29/Defa40/Dmbt1/Gsdmd/Hmgb2/Igtp/Irgm1/Lypd8/Naip5/Npy/Pycard/Reg3b/Reg3g,18
BP,GO:1905818,regulation of chromosome separation,18/1495,63/14945,2.9098650879145823e-5,0.0016950763550588133,0.0015661772416502662,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cdc6/Cenpe/Cit/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Tacc3/Ttk/Ube2c/Zwilch,18
BP,GO:0010876,lipid localization,62/1495,369/14945,2.999238914910376e-5,0.0017281484226021634,0.0015967344017251694,Abca2/Abcd1/Acat2/Ace/Acsl1/Acsl6/Acvr1c/Ano3/Ano6/Apoa1/Apoa2/Apoa4/Apob/Apoc3/Aqp8/Atp8a1/Avpr1b/B4galnt1/C2cd2l/Ceacam1/Ces1d/Ces1e/Ces1g/Cpt1b/Crp/Dgat1/Enpp7/Fabp2/Fabp6/Fasl/Ghrl/Gltpd2/Kcnn4/Lipg/Lrat/Map2k6/Mfsd2a/Mttp/Npc1l1/Nr1h3/Osbpl3/P2rx7/Pcsk9/Pla2g12b/Pla2g5/Ppara/Ppard/Scp2/Shh/Slc10a5/Slc27a2/Slc27a5/Slc51a/Slc51b/Slco2b1/Smim22/Spns2/Spns3/Stard4/Tnfaip8l3/Tnfrsf11a/Tspo2,62
BP,GO:0042044,fluid transport,10/1495,23/14945,3.2805728896271454e-5,0.0018505011813632944,0.0017097830591811692,Aqp1/Aqp11/Aqp3/Aqp4/Aqp8/Csf2/Slc14a1/Slc26a6/Slc5a1/Upk3a,10
BP,GO:0055092,sterol homeostasis,22/1495,87/14945,3.281401830751739e-5,0.0018505011813632944,0.0017097830591811692,Abcd1/Apoa1/Apoa2/Apoa4/Apob/Apoc3/Ces1d/Ces1e/Ces1g/Ephx2/G6pc/Il18/Insig1/Lipg/Mttp/Npc1l1/Nr1d1/Nr1h3/Nr5a2/Pcsk9/Pla2g12b/Slc37a4,22
BP,GO:1905819,negative regulation of chromosome separation,14/1495,42/14945,3.3680267832988145e-5,0.0018585153609908531,0.001717187814551463,Aurkb/Birc5/Bub1/Bub1b/Ccnb1/Cenpe/Fbxo5/Gen1/Kntc1/Lcmt1/Ndc80/Plk1/Ttk/Zwilch,14
BP,GO:0045940,positive regulation of steroid metabolic process,13/1495,37/14945,3.4007921149992975e-5,0.0018585153609908531,0.001717187814551463,Adora2b/Apoa1/Apoa2/Apoa4/Ces1d/Ces1e/Ces1g/Cyp17a1/Nr1d1/Scp2/Sec14l2/Stard4/Wnt4,13
BP,GO:0071827,plasma lipoprotein particle organization,13/1495,37/14945,3.4007921149992975e-5,0.0018585153609908531,0.001717187814551463,Apoa1/Apoa2/Apoa4/Apob/Apoc3/Ces1d/Ces1g/Dgat1/Lipg/Mfsd2a/Mttp/Pla2g12b/Pla2g5,13
BP,GO:0006323,DNA packaging,27/1495,119/14945,3.652506819503847e-5,0.001947629787504647,0.0017995256905368646,Asf1b/Ccnb1/Cdk1/Cenpp/Ern2/H1f3/H1f4/H1f5/H2bc12/H2bc3/H2bc9/H3c8/H4f16/Hells/Hjurp/Incenp/Mcm2/Nap1l3/Ncapd2/Ncapd3/Ncapg/Ncaph/Ncaph2/Nusap1/Suv39h1/Sycp3/Top2a,27
BP,GO:0006766,vitamin metabolic process,18/1495,64/14945,3.674079961336818e-5,0.001947629787504647,0.0017995256905368646,Acpp/Crabp1/Cubn/Cyp4f14/Cyp4f15/Cyp4f40/Dgat1/Dhfr/Gfi1/Isx/Lrat/Ppard/Rdh16/Rdh16f2/Rdh9/Rfk/Shmt1/Vkorc1,18
BP,GO:1901606,alpha-amino acid catabolic process,18/1495,64/14945,3.674079961336818e-5,0.001947629787504647,0.0017995256905368646,Acat1/Ahcy/Aldh4a1/Arg2/Cdo1/Csad/Dao/Gad2/Gcat/Glud1/Hpd/Oat/Otc/Pipox/Prodh/Prodh2/Sardh/Shmt1,18
BP,GO:0071103,DNA conformation change,34/1495,166/14945,3.790134114212436e-5,0.001989257518756448,0.0018379879138541388,Asf1b/Ccnb1/Cdk1/Cenpp/Ern2/H1f3/H1f4/H1f5/H2bc12/H2bc3/H2bc9/H3c8/H4f16/Hells/Hjurp/Incenp/Mcm2/Mcm3/Mcm4/Mcm5/Mcm6/Nap1l3/Ncapd2/Ncapd3/Ncapg/Ncaph/Ncaph2/Nusap1/Pif1/Rad51/Suv39h1/Sycp3/Top2a/Zranb3,34
BP,GO:0007051,spindle organization,35/1495,173/14945,3.844176035244487e-5,0.001997840898316767,0.0018459185853449535,Aspm/Aunip/Aurkb/Bora/Ccnb1/Ccnb2/Cdc20/Cenpe/Cenph/Cenpj/Dlgap5/Espl1/Fbxo5/Gpsm2/Incenp/Kif11/Kif23/Kif4/Kifc1/Kifc5b/Knstrn/Mapre2/Mybl2/Ndc80/Nek2/Nuf2/Plk1/Prc1/Racgap1/Rgs14/Spag5/Spc25/Stmn1/Tacc3/Tpx2,35
