ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0072329,monocarboxylic acid catabolic process,32/863,80/4859,2.0427071351254503e-6,2.059048792206454e-4,1.8326001155125472e-4,Abat/Abcd1/Abcd3/Abhd16a/Acaa1a/Acaa1b/Acaa2/Acad11/Acadm/Acat1/Acat2/Acox1/Akr1a1/Auh/Ces1d/Cyp4f14/Dbi/Echdc1/Eci1/Eci3/Etfdh/Gcdh/Hacl1/Hadh/Hpgd/Hsd17b4/Ivd/Lipe/Pck1/Scp2/Slc27a2/Slc27a4,32
BP,GO:0015711,organic anion transport,48/863,145/4859,4.417814967535517e-6,4.0154143381271486e-4,3.573809813412485e-4,Abat/Abcb1a/Abcd1/Abcd3/Abcg2/Ace/Ace2/Ano6/Ano9/Apoa1/Apoa4/Arg2/Atp5j/Atp8b1/Cd36/Ces1d/Dbi/Dpysl2/Fabp2/Map2k6/Mttp/Nr3c1/Scp2/Sfxn1/Sfxn2/Slc12a2/Slc13a2/Slc15a1/Slc23a2/Slc25a15/Slc25a45/Slc26a6/Slc27a2/Slc27a4/Slc2a2/Slc38a10/Slc3a1/Slc3a2/Slc43a2/Slc44a4/Slc4a4/Slc51b/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3r1/Syk,48
BP,GO:0022600,digestive system process,21/863,44/4859,4.425721015652932e-6,4.0154143381271486e-4,3.573809813412485e-4,Abcb1a/Abcg2/Abcg5/Acat2/Aco1/Apoa1/Apoa4/Aqp1/Cd36/Dgat1/Fabp2/Hip1r/Ireb2/Lpcat3/Muc13/Npc1l1/Pls1/Slc26a6/Slc5a1/Tymp/Vil1,21
BP,GO:0042445,hormone metabolic process,24/863,54/4859,4.477897783720226e-6,4.0154143381271486e-4,3.573809813412485e-4,Ace/Adh1/Akr1c18/Aldh1a1/Atp1a1/Bco2/Cyp2c55/Cyp2s1/Dhcr7/Enpep/Hsd17b11/Hsd17b4/Iyd/Nr3c1/Pcsk5/Plb1/Rdh11/Rdh16/Retsat/Scp2/Sgpl1/Slc16a10/Slc27a4/Sult1b1,24
BP,GO:1901568,fatty acid derivative metabolic process,24/863,54/4859,4.477897783720226e-6,4.0154143381271486e-4,3.573809813412485e-4,Abcd1/Abhd16a/Acat1/Acox1/Akr1c18/Cd74/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp4f14/Dgat1/Dpep1/Far2/Gcdh/Ggt1/Gpx1/Hpgd/Hsd17b4/Lta4h/Syk,24
BP,GO:0044242,cellular lipid catabolic process,45/863,133/4859,4.58046627721377e-6,4.0154143381271486e-4,3.573809813412485e-4,Abcd1/Abcd3/Abhd16a/Abhd6/Acaa1a/Acaa1b/Acaa2/Acad11/Acadm/Acat1/Acat2/Acox1/Akr1c18/Apoa1/Apoa4/Asah2/Auh/Bco2/Ces1d/Cyp4f14/Dbi/Echdc1/Eci1/Eci3/Etfdh/Gcdh/Hacl1/Hadh/Hexb/Hpgd/Hsd17b4/Ivd/Lipe/Pck1/Plb1/Plbd1/Plcb3/Plcg2/Scp2/Sgpl1/Slc27a2/Slc27a4/Smpd3/Smpdl3a/Smpdl3b,45
BP,GO:0033108,mitochondrial respiratory chain complex assembly,26/863,61/4859,4.666439565283818e-6,4.0154143381271486e-4,3.573809813412485e-4,Cox16/Ndufa10/Ndufa11/Ndufa13/Ndufa2/Ndufa3/Ndufa5/Ndufa6/Ndufa8/Ndufa9/Ndufb10/Ndufb11/Ndufb3/Ndufb5/Ndufb6/Ndufb7/Ndufb8/Ndufb9/Ndufc2/Ndufs4/Ndufs5/Ndufs6/Ndufs7/Ndufs8/Uqcr10/Uqcrb,26
BP,GO:0006635,fatty acid beta-oxidation,22/863,48/4859,6.053271688081454e-6,4.913982765420924e-4,4.3735560894052447e-4,Abcd1/Abcd3/Acaa1a/Acaa1b/Acaa2/Acad11/Acadm/Acat1/Acat2/Acox1/Auh/Dbi/Echdc1/Eci1/Eci3/Etfdh/Gcdh/Hadh/Hsd17b4/Ivd/Scp2/Slc27a2,22
BP,GO:0050870,positive regulation of T cell activation,22/863,48/4859,6.053271688081454e-6,4.913982765420924e-4,4.3735560894052447e-4,Adk/Bad/Btnl2/Cd74/Ceacam1/Coro1a/Dock8/Dpp4/Efnb1/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Nck2/Pck1/Pnp/Ptprc/Pycard/Rhoa/Syk/Vnn1/Zmiz1,22
BP,GO:0033865,nucleoside bisphosphate metabolic process,28/863,69/4859,6.407120385752905e-6,4.913982765420924e-4,4.3735560894052447e-4,Abcd1/Acaa2/Acat1/Acot12/Acot4/Acss2/Ces1d/Dgat1/Dld/Far2/Fasn/Gcdh/Hnf4a/Hsd17b4/Mccc2/Mcee/Mvd/Mvk/Pank3/Papss1/Pdk2/Pdk3/Pipox/Pmvk/Ppcs/Scp2/Sult1b1/Sult2b1,28
BP,GO:0033875,ribonucleoside bisphosphate metabolic process,28/863,69/4859,6.407120385752905e-6,4.913982765420924e-4,4.3735560894052447e-4,Abcd1/Acaa2/Acat1/Acot12/Acot4/Acss2/Ces1d/Dgat1/Dld/Far2/Fasn/Gcdh/Hnf4a/Hsd17b4/Mccc2/Mcee/Mvd/Mvk/Pank3/Papss1/Pdk2/Pdk3/Pipox/Pmvk/Ppcs/Scp2/Sult1b1/Sult2b1,28
BP,GO:0034032,purine nucleoside bisphosphate metabolic process,28/863,69/4859,6.407120385752905e-6,4.913982765420924e-4,4.3735560894052447e-4,Abcd1/Acaa2/Acat1/Acot12/Acot4/Acss2/Ces1d/Dgat1/Dld/Far2/Fasn/Gcdh/Hnf4a/Hsd17b4/Mccc2/Mcee/Mvd/Mvk/Pank3/Papss1/Pdk2/Pdk3/Pipox/Pmvk/Ppcs/Scp2/Sult1b1/Sult2b1,28
BP,GO:0006753,nucleoside phosphate metabolic process,70/863,241/4859,6.7428286172045525e-6,5.046611443861198e-4,4.4915986206701144e-4,Abcd1/Acaa2/Acat1/Acot12/Acot4/Acss2/Adcy6/Adk/Atp5j/Bad/Cda/Ces1d/Cmpk2/Cnp/Cox5b/Dgat1/Dld/Dtymk/Eno3/Entpd7/Far2/Fasn/Flad1/Gcdh/Gpd1/Gucy2c/Hnf4a/Hsd17b4/Idh2/Itpa/Khk/Mapk1/Mccc2/Mcee/Mlxipl/COX2/Mthfd1/Mvd/Mvk/Nadk/Naprt/Ncor1/Ndufc2/Nme3/Nudt12/Nudt2/Nudt4/Oasl2/Pank3/Papss1/Pde4d/Pdk2/Pdk3/Pipox/Pmvk/Pnp/Ppcs/Prpsap1/Prpsap2/Rfk/Rhoa/Rrm1/Samhd1/Scp2/Slc4a4/Smpdl3a/Stat3/Sult1b1/Sult2b1/Upp1,70
BP,GO:0046942,carboxylic acid transport,37/863,103/4859,6.866138018858773e-6,5.046611443861198e-4,4.4915986206701144e-4,Abat/Abcd1/Abcd3/Abcg2/Ace/Ace2/Arg2/Atp5j/Atp8b1/Cd36/Ces1d/Dpysl2/Fabp2/Map2k6/Nr3c1/Sfxn1/Sfxn2/Slc12a2/Slc13a2/Slc15a1/Slc23a2/Slc25a15/Slc25a45/Slc26a6/Slc27a2/Slc27a4/Slc38a10/Slc3a1/Slc3a2/Slc43a2/Slc51b/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3r1/Syk,37
BP,GO:0006820,anion transport,56/863,181/4859,7.546177880508828e-6,5.433248073966356e-4,4.83571398873423e-4,Abat/Abcb1a/Abcd1/Abcd3/Abcg2/Ace/Ace2/Ano6/Ano9/Apoa1/Apoa4/Arg2/Atp5j/Atp8b1/Cd36/Ces1d/Clca1/Clic5/Dbi/Dpysl2/Fabp2/Map2k6/Mttp/Nr3c1/Pdzk1/Prkg2/Scp2/Sfxn1/Sfxn2/Slc12a2/Slc12a6/Slc13a2/Slc15a1/Slc23a2/Slc25a15/Slc25a45/Slc26a2/Slc26a6/Slc27a2/Slc27a4/Slc2a2/Slc34a2/Slc38a10/Slc3a1/Slc3a2/Slc43a2/Slc44a4/Slc4a4/Slc51b/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3r1/Syk/Ttyh2,56
BP,GO:0003008,system process,102/863,388/4859,7.985643821143312e-6,5.621644974555333e-4,5.003391502296981e-4,Abat/Abcb1a/Abcg2/Abcg5/Acat2/Ace/Ace2/Aco1/Adcy6/Add3/Adk/Amn/Anpep/Apoa1/Apoa4/Aqp1/Arg2/Atp1a1/Atp1b1/Atp2b4/Atp5j/Atp8b1/B2m/Bcr/Capn1/Casp1/Casp3/Cd36/Cd38/Cdkn1b/Ceacam1/Clic5/Cnnm4/Ctdp1/Ctss/Cyfip1/Dag1/Dbi/Dgat1/Enpep/Ephx2/Erap1/Espn/Fabp2/Fdps/Fen1/Gpd1l/Gpx1/Guca2b/Hexb/Hip1r/Hsbp1/Hsd11b2/Ireb2/Kalrn/Klk1/Lmcd1/Lpcat3/Lxn/Magt1/Map2k6/Mapk1/Mgat3/Mme/Muc13/Mylk/Myo1a/Myo7a/Myo7b/Ndufs4/Ndufs6/Npc1l1/Nr3c1/Pde3a/Pde4d/Pigr/Pik3r1/Plcb3/Pls1/Ppcs/Ppp1r1b/Ptk2/Ptk2b/Rdh11/Rhoa/Rnpep/Setd3/Slc12a2/Slc26a6/Slc27a4/Slc2a5/Slc5a1/Slc9a3r1/Smad4/Smpd3/St3gal4/Tbc1d8b/Tmem120a/Trpm4/Tymp/Ush1c/Vil1,102
BP,GO:0046034,ATP metabolic process,49/863,152/4859,8.126527599272166e-6,5.621644974555333e-4,5.003391502296981e-4,Abcd1/Atp1b1/Atp5j/Atpif1/Bad/Cdk1/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox7a2/Cox7a2l/Cox7c/Dld/Eno3/Gpd1/Khk/Mlxipl/Msh2/COX2/COX3/ND4/ND5/Ncor1/Ndufa10/Ndufa12/Ndufa7/Ndufa8/Ndufb6/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs6/Ndufs8/Ndufv1/Ndufv2/Ndufv3/Nudt2/Rhoa/Sdhc/Slc4a4/Stat3/Uqcr10/Uqcrb/Uqcrc1/Uqcrfs1/Uqcrq,49
BP,GO:0006091,generation of precursor metabolites and energy,66/863,225/4859,8.711643846341003e-6,5.814329574492774e-4,5.174885165506608e-4,Abcd1/Acadm/Acat1/Aco1/Acox1/Adh1/Atp5j/Cat/Cdk1/Cox4i1/Cox5a/Cox5b/Cox6a1/Cox7a2/Cox7a2l/Cox7c/Cyb5r4/Dgat1/Dld/Eno3/Etfdh/Gnpda1/Gpd1/Hmgb1/Idh2/Ireb2/Khk/Mlxipl/Msh2/COX2/COX3/ND1/ND4/ND5/Ncor1/Ndufa10/Ndufa12/Ndufa5/Ndufa7/Ndufa8/Ndufb3/Ndufb6/Ndufb8/Ndufb9/Ndufc2/Ndufs1/Ndufs2/Ndufs4/Ndufs6/Ndufs7/Ndufs8/Ndufv1/Ndufv2/Ndufv3/Pygb/Rhoa/Sdhb/Sdhc/Slc4a4/Sorbs1/Stat3/Uqcr10/Uqcrb/Uqcrc1/Uqcrfs1/Uqcrq,66
BP,GO:0015849,organic acid transport,37/863,104/4859,8.880948232919911e-6,5.814329574492774e-4,5.174885165506608e-4,Abat/Abcd1/Abcd3/Abcg2/Ace/Ace2/Arg2/Atp5j/Atp8b1/Cd36/Ces1d/Dpysl2/Fabp2/Map2k6/Nr3c1/Sfxn1/Sfxn2/Slc12a2/Slc13a2/Slc15a1/Slc23a2/Slc25a15/Slc25a45/Slc26a6/Slc27a2/Slc27a4/Slc38a10/Slc3a1/Slc3a2/Slc43a2/Slc51b/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3r1/Syk,37
BP,GO:0044283,small molecule biosynthetic process,79/863,283/4859,8.899484042590981e-6,5.814329574492774e-4,5.174885165506608e-4,Abat/Abcd1/Abcd3/Acadm/Acat1/Acss2/Adk/Akr1a1/Akr1c18/Aldh1a1/Apoa1/Apoa4/Asah2/Atp2b4/Cd74/Ces1d/Cnp/Csad/Cyb5r3/Decr2/Dhcr24/Dhcr7/Dhfr/Ebp/Entpd7/Fads2/Fam3c/Fasn/Fdps/Ggt1/Glud1/Gnpda1/Gpd1/Gpt/Hnf4a/Ipmk/Itpa/Lbr/Lpcat3/Lpgat1/Lta4h/Mlxipl/Mthfd1/Mvd/Mvk/Nanp/Ndufa9/Nme3/Npc1l1/Nr3c1/Nudt12/Nudt4/Otc/Pck1/Pde4d/Pdk2/Plcg2/Pmvk/Pnp/Pnpo/Ptk2b/Pts/Pycrl/Qdpr/Rdh16/Rfk/Samhd1/Sc5d/Scp2/Sec14l2/Slc27a2/Smpd3/Smpdl3a/Sord/Spr/Stard4/Syk/Tecr/Upp1,79
BP,GO:0009117,nucleotide metabolic process,68/863,235/4859,1.0563495580819141e-5,6.776002256205442e-4,6.030795658867656e-4,Abcd1/Acaa2/Acat1/Acot12/Acot4/Acss2/Adcy6/Adk/Atp5j/Bad/Cda/Ces1d/Cmpk2/Cnp/Cox5b/Dgat1/Dld/Dtymk/Eno3/Far2/Fasn/Flad1/Gcdh/Gpd1/Gucy2c/Hnf4a/Hsd17b4/Idh2/Itpa/Khk/Mapk1/Mccc2/Mcee/Mlxipl/COX2/Mthfd1/Mvd/Mvk/Nadk/Naprt/Ncor1/Ndufc2/Nme3/Nudt12/Nudt2/Nudt4/Oasl2/Pank3/Papss1/Pde4d/Pdk2/Pdk3/Pipox/Pmvk/Pnp/Ppcs/Prpsap1/Prpsap2/Rfk/Rhoa/Rrm1/Samhd1/Scp2/Slc4a4/Stat3/Sult1b1/Sult2b1/Upp1,68
BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,23/863,53/4859,1.1543392960953878e-5,7.272337565400943e-4,6.472545338820568e-4,Adk/Bad/Btnl2/Capn1/Cd74/Ceacam1/Coro1a/Dock8/Dpp4/Efnb1/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Nck2/Pck1/Pnp/Ptprc/Pycard/Rhoa/Syk/Vnn1/Zmiz1,23
BP,GO:0007586,digestion,22/863,50/4859,1.3674390447017267e-5,8.463727981943319e-4,7.532909825198987e-4,Abcb1a/Abcg2/Abcg5/Acat2/Aco1/Apoa1/Apoa4/Aqp1/Asah2/Cd36/Dgat1/Fabp2/Hip1r/Ireb2/Lpcat3/Muc13/Npc1l1/Pls1/Slc26a6/Slc5a1/Tymp/Vil1,22
BP,GO:0001523,retinoid metabolic process,13/863,22/4859,1.6407226839883683e-5,9.980120050191318e-4,8.882533151247376e-4,Adh1/Akr1c18/Aldh1a1/Bco2/Cyp2c55/Cyp2s1/Dgat1/Dhrs4/Plb1/Rbp2/Rdh11/Rdh16/Retsat,13
BP,GO:0070665,positive regulation of leukocyte proliferation,17/863,34/4859,1.6841735814364124e-5,0.0010070787110690953,8.963228891034469e-4,Adk/Bst1/Btnl2/Cd38/Cd74/Ceacam1/Coro1a/Efnb1/H2-T23/Lyn/Mapk1/Nck2/Pnp/Ptk2/Ptprc/Pycard/Syk,17
BP,GO:0007159,leukocyte cell-cell adhesion,32/863,88/4859,2.1546921789828753e-5,0.0012669590012419306,0.0011276222403343718,Adk/Apoa4/Arg2/Bad/Btnl2/Capn1/Casp3/Ccl25/Cd74/Ceacam1/Coro1a/Dock8/Dpp4/Efnb1/Erbb2/Golph3/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Itch/L1cam/Nck2/Pck1/Pnp/Ptprc/Pycard/Rhoa/Stk10/Syk/Vnn1/Zmiz1,32
BP,GO:0043171,peptide catabolic process,11/863,17/4859,2.2781622698556714e-5,0.0013175994242706243,0.0011726933651388213,Ace/Anpep/Ctsh/Dpep1/Enpep/Erap1/Ggt1/Lta4h/Naaladl1/Npepps/Xpnpep1,11
BP,GO:0016042,lipid catabolic process,51/863,166/4859,2.3994444268409737e-5,0.001365361280305638,0.0012152025000452674,Abcd1/Abcd3/Abhd16a/Abhd6/Acaa1a/Acaa1b/Acaa2/Acad11/Acadm/Acat1/Acat2/Acox1/Akr1c18/Apoa1/Apoa4/Asah2/Auh/Bco2/Ces1d/Ces1e/Ces2a/Ces2e/Cyp4f14/Dbi/Echdc1/Eci1/Eci3/Etfdh/Gcdh/Hacl1/Hadh/Hexb/Hpgd/Hsd17b11/Hsd17b4/Ivd/Lipe/Naaa/Pafah1b3/Pck1/Plb1/Plbd1/Plcb3/Plcg2/Scp2/Sgpl1/Slc27a2/Slc27a4/Smpd3/Smpdl3a/Smpdl3b,51
BP,GO:0006695,cholesterol biosynthetic process,17/863,35/4859,2.739236213575326e-5,0.0015100039627333984,0.0013439377672853944,Apoa1/Apoa4/Ces1d/Cyb5r3/Dhcr24/Dhcr7/Ebp/Fdps/Lbr/Lpcat3/Mvd/Mvk/Npc1l1/Pmvk/Sc5d/Scp2/Sec14l2,17
BP,GO:1902653,secondary alcohol biosynthetic process,17/863,35/4859,2.739236213575326e-5,0.0015100039627333984,0.0013439377672853944,Apoa1/Apoa4/Ces1d/Cyb5r3/Dhcr24/Dhcr7/Ebp/Fdps/Lbr/Lpcat3/Mvd/Mvk/Npc1l1/Pmvk/Sc5d/Scp2/Sec14l2,17
BP,GO:0002495,antigen processing and presentation of peptide antigen via MHC class II,8/863,10/4859,3.086491183325508e-5,0.0016252449096675213,0.0014465048232301639,Cd74/Ctss/H2-Aa/H2-Ab1/H2-DMa/H2-Eb1/Ifi30/Pycard,8
BP,GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,8/863,10/4859,3.086491183325508e-5,0.0016252449096675213,0.0014465048232301639,Cd74/Ctss/H2-Aa/H2-Ab1/H2-DMa/H2-Eb1/Ifi30/Pycard,8
BP,GO:1904478,regulation of intestinal absorption,8/863,10/4859,3.086491183325508e-5,0.0016252449096675213,0.0014465048232301639,Abcb1a/Abcg2/Abcg5/Acat2/Apoa1/Apoa4/Dgat1/Lpcat3,8
BP,GO:0022407,regulation of cell-cell adhesion,38/863,114/4859,3.7019786849349714e-5,0.0019188666391972457,0.0017078348206007237,Abat/Adk/Apoa1/Arg2/B4galnt2/Bad/Btnl2/Capn1/Casp3/Ccl25/Cd74/Ceacam1/Coro1a/Dock8/Dpp4/Efnb1/Epcam/Erbb2/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Itch/Itga6/L1cam/Lyn/Mapk14/Nck2/Pck1/Pik3r1/Pnp/Ptk2/Ptprc/Pycard/Rhoa/Syk/Vnn1/Zmiz1,38
BP,GO:0032528,microvillus organization,10/863,15/4859,3.76951165345032e-5,0.0019188666391972457,0.0017078348206007237,Atp8b1/Cdhr5/Espn/Hnf4a/Myo1a/Pls1/Slc9a3r1/Twf2/Ush1c/Vil1,10
BP,GO:0006690,icosanoid metabolic process,18/863,39/4859,3.807275077772313e-5,0.0019188666391972457,0.0017078348206007237,Abhd16a/Acox1/Akr1c18/Cd74/Cyp2b10/Cyp2b19/Cyp2c29/Cyp2c40/Cyp2c55/Cyp2d26/Cyp2s1/Cyp4f14/Dpep1/Ggt1/Gpx1/Hpgd/Lta4h/Syk,18
BP,GO:0070663,regulation of leukocyte proliferation,24/863,60/4859,3.88975319468095e-5,0.0019328238409625905,0.0017202570466617162,Adk/Arg2/Atm/Bst1/Btnl2/Casp3/Cd38/Cd74/Ceacam1/Coro1a/Efnb1/Erbb2/H2-Aa/H2-Ab1/H2-T23/Itch/Lyn/Mapk1/Nck2/Pnp/Ptk2/Ptprc/Pycard/Syk,24
BP,GO:0051251,positive regulation of lymphocyte activation,25/863,64/4859,4.327542593015765e-5,0.002120495870577725,0.0018872894086207645,Adk/Bad/Bst1/Btnl2/Cd38/Cd74/Ceacam1/Coro1a/Dock8/Dpp4/Efnb1/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Msh2/Nck2/Pck1/Pnp/Ptprc/Pycard/Rhoa/Syk/Vnn1/Zmiz1,25
BP,GO:0046165,alcohol biosynthetic process,26/863,68/4859,4.7182166512004424e-5,0.002246947927821144,0.001999834606960996,Apoa1/Apoa4/Asah2/Ces1d/Cyb5r3/Dhcr24/Dhcr7/Dhfr/Ebp/Fdps/Ipmk/Lbr/Lpcat3/Mvd/Mvk/Npc1l1/Pck1/Plcg2/Pmvk/Ptk2b/Pts/Qdpr/Sc5d/Scp2/Sec14l2/Spr,26
BP,GO:0006637,acyl-CoA metabolic process,23/863,57/4859,4.776675016626582e-5,0.002246947927821144,0.001999834606960996,Abcd1/Acaa2/Acat1/Acot12/Acot4/Acss2/Ces1d/Dgat1/Dld/Far2/Fasn/Gcdh/Hnf4a/Hsd17b4/Mcee/Mvd/Mvk/Pdk2/Pdk3/Pipox/Pmvk/Ppcs/Scp2,23
BP,GO:0035383,thioester metabolic process,23/863,57/4859,4.776675016626582e-5,0.002246947927821144,0.001999834606960996,Abcd1/Acaa2/Acat1/Acot12/Acot4/Acss2/Ces1d/Dgat1/Dld/Far2/Fasn/Gcdh/Hnf4a/Hsd17b4/Mcee/Mvd/Mvk/Pdk2/Pdk3/Pipox/Pmvk/Ppcs/Scp2,23
BP,GO:1903037,regulation of leukocyte cell-cell adhesion,28/863,76/4859,5.342602921056316e-5,0.0024800925138798264,0.002207338575278531,Adk/Arg2/Bad/Btnl2/Capn1/Casp3/Ccl25/Cd74/Ceacam1/Coro1a/Dock8/Dpp4/Efnb1/Erbb2/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Itch/Nck2/Pck1/Pnp/Ptprc/Pycard/Rhoa/Syk/Vnn1/Zmiz1,28
BP,GO:0034754,cellular hormone metabolic process,14/863,27/4859,5.6706387183554236e-5,0.0025042914940405264,0.0022288762163512623,Adh1/Akr1c18/Aldh1a1/Bco2/Cyp2c55/Cyp2s1/Hsd17b11/Hsd17b4/Plb1/Rdh11/Rdh16/Retsat/Scp2/Sgpl1,14
BP,GO:0006720,isoprenoid metabolic process,18/863,40/4859,5.7890874055822846e-5,0.0025042914940405264,0.0022288762163512623,Adh1/Akr1c18/Aldh1a1/Bco2/Cyp2c55/Cyp2s1/Dgat1/Dhrs4/Fdps/Mvd/Mvk/Plb1/Pmvk/Rbp2/Rdh11/Rdh16/Retsat/Slc27a4,18
BP,GO:0016101,diterpenoid metabolic process,13/863,24/4859,5.789350245686709e-5,0.0025042914940405264,0.0022288762163512623,Adh1/Akr1c18/Aldh1a1/Bco2/Cyp2c55/Cyp2s1/Dgat1/Dhrs4/Plb1/Rbp2/Rdh11/Rdh16/Retsat,13
BP,GO:0032944,regulation of mononuclear cell proliferation,22/863,54/4859,5.8491648335658454e-5,0.0025042914940405264,0.0022288762163512623,Adk/Arg2/Atm/Bst1/Btnl2/Casp3/Cd38/Cd74/Ceacam1/Coro1a/Efnb1/Erbb2/H2-Aa/H2-Ab1/H2-T23/Itch/Lyn/Nck2/Pnp/Ptprc/Pycard/Syk,22
BP,GO:0050670,regulation of lymphocyte proliferation,22/863,54/4859,5.8491648335658454e-5,0.0025042914940405264,0.0022288762163512623,Adk/Arg2/Atm/Bst1/Btnl2/Casp3/Cd38/Cd74/Ceacam1/Coro1a/Efnb1/Erbb2/H2-Aa/H2-Ab1/H2-T23/Itch/Lyn/Nck2/Pnp/Ptprc/Pycard/Syk,22
BP,GO:0045785,positive regulation of cell adhesion,43/863,137/4859,5.979476791349625e-5,0.0025042914940405264,0.0022288762163512623,Adk/Apoa1/Atm/Bad/Btnl2/Capn1/Ccl25/Cd36/Cd74/Ceacam1/Coro1a/Dag1/Dock1/Dock8/Dpp4/Efnb1/Erbb2/Fbln1/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Itga6/L1cam/Nck2/Olfm4/P4hb/Pck1/Pcsk5/Pnp/Ptk2/Ptk2b/Ptprc/Pycard/Rhoa/Stk4/Stx3/Syk/Tgm2/Tmem102/Vav1/Vnn1/Zmiz1,43
BP,GO:0006865,amino acid transport,20/863,47/4859,6.0570549720712816e-5,0.0025042914940405264,0.0022288762163512623,Abat/Ace2/Arg2/Dpysl2/Nr3c1/Sfxn1/Sfxn2/Slc12a2/Slc15a1/Slc25a15/Slc25a45/Slc38a10/Slc3a1/Slc3a2/Slc43a2/Slc6a19/Slc7a7/Slc7a8/Slc7a9/Slc9a3r1,20
BP,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,9/863,13/4859,6.104565433318743e-5,0.0025042914940405264,0.0022288762163512623,B2m/Erap1/H2-K1/H2-T23/H2-T3/Ifi30/Tap1/Tap2/Tapbpl,9
BP,GO:0044241,lipid digestion,9/863,13/4859,6.104565433318743e-5,0.0025042914940405264,0.0022288762163512623,Abcg5/Acat2/Apoa1/Apoa4/Aqp1/Asah2/Cd36/Lpcat3/Npc1l1,9
BP,GO:0098856,intestinal lipid absorption,9/863,13/4859,6.104565433318743e-5,0.0025042914940405264,0.0022288762163512623,Abcg5/Acat2/Apoa1/Apoa4/Cd36/Dgat1/Fabp2/Lpcat3/Npc1l1,9
BP,GO:0016126,sterol biosynthetic process,17/863,37/4859,6.720745376394657e-5,0.0027253781250483155,0.0024256483312504857,Apoa1/Apoa4/Ces1d/Cyb5r3/Dhcr24/Dhcr7/Ebp/Fdps/Lbr/Lpcat3/Mvd/Mvk/Npc1l1/Pmvk/Sc5d/Scp2/Sec14l2,17
BP,GO:0030155,regulation of cell adhesion,60/863,212/4859,7.22601227795355e-5,0.002858559597025143,0.0025441828612978883,Abat/Adk/Apoa1/Arg2/Atm/B4galnt2/Bad/Bcar1/Bst1/Btnl2/Camsap3/Capn1/Cask/Casp3/Ccl25/Cd36/Cd74/Ceacam1/Coro1a/Dab1/Dag1/Dapk3/Dock1/Dock8/Dpp4/Efnb1/Epcam/Erbb2/Erbb3/Fbln1/H2-Aa/H2-Ab1/H2-DMa/H2-T23/Itch/Itga6/L1cam/Lyn/Mapk14/Nck2/Olfm4/P4hb/Pck1/Pcsk5/Pik3r1/Pml/Pnp/Ptk2/Ptk2b/Ptprc/Pycard/Rhoa/Stk4/Stx3/Syk/Tgm2/Tmem102/Vav1/Vnn1/Zmiz1,60
BP,GO:0072521,purine-containing compound metabolic process,60/863,212/4859,7.22601227795355e-5,0.002858559597025143,0.0025441828612978883,Abcd1/Abcg2/Acaa2/Acat1/Acot12/Acot4/Acss2/Adcy6/Adk/Ahcy/Atp5j/Bad/Ces1d/Cox5b/Dgat1/Dld/Dpyd/Eno3/Far2/Fasn/Gcdh/Gda/Gpd1/Gucy2c/Hnf4a/Hsd17b4/Itpa/Khk/Mccc2/Mcee/Mlxipl/COX2/Mthfd1/Mvd/Mvk/Ncor1/Ndufc2/Nme3/Nudt2/Nudt4/Oasl2/Pank3/Papss1/Pde4d/Pdk2/Pdk3/Pipox/Pmvk/Pnp/Ppcs/Prpsap1/Prpsap2/Rhoa/Samhd1/Scp2/Slc4a4/Stat3/Sult1b1/Sult2b1/Xdh,60
BP,GO:0006694,steroid biosynthetic process,24/863,62/4859,7.292243869962099e-5,0.002858559597025143,0.0025441828612978883,Akr1c18/Apoa1/Apoa4/Atp1a1/Ces1d/Cyb5r3/Dhcr24/Dhcr7/Ebp/Fdps/Hsd17b11/Lbr/Lpcat3/Mvd/Mvk/Npc1l1/Nr3c1/Pmvk/Sc5d/Scp2/Sec14l2/Slc27a2/Stard4/Tecr,24
